,Text,Label
747,"@putrabanten80 @BangPino_ Masya Allah... sejuk adem lihat 02❤
#2019GantiPresiden
#2019PrabowoSandiMenang
#17AprilTusukPrabowoSandi",Negatif
748,"Cukup DKI yg jadi korban kalian... Indonesia jangan sampe... Salam damai 

#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf 
#2019TetapJokowi 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf",Positif
749,"Tksh Gus @GPAnsor_Satu 

#2019RabuPutih 
#2019TetapJokowi https://t.co/EWXjycj8Og",Positif
750,"KH. Ma'ruf Amin selain Ulama, beliau juga Ketua Umum NU yang merupakan ormas Islam terbesar. 
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
751,"NEGARAWAN YANG TAAT KONSTITUSI, BUKAN MENYERAH PADA POLITISI*
UMMAT ISLAM/SANTRI/ULAMA/MAHASISWA/RAKYAT INDONESIA'
INGAT' PEMILU/PILPRES/PILEG 17 APRIL 2019""
PILIH CALEG MUSLIM/MUSLIMAH YANG KAMPANYE AKBAR DUKUNG CAPRES/CALON PRESIDEN PRABOWO SANDI PAS NO.02' 
#2019GANTIPRESIDEN",Negatif
752,"Blusukan Membawa Perubahan 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/jDFYHy3Rxo",Positif
753,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 

#Jokowi2Periode 
#2019TetapJokowi",Positif
754,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
755,"Jangan biarkan Indonesia tercinta terpecah belah oleh isu SARA . 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
756,"PRESIDEN GUE BERSERTA KELUARGANYA UMROH UDH BISA KETEBAK SAPA YG MENANG, DAN DPT RESTU DARI TUHAN..... ORG BAIK SEPERTI @jokowi pasti banyak org yg suka dgn kinerjanya.... #2019TetapJokowi",Positif
757,"#SiapapunPresidennya #JagaTPSKawalHasilSuara  
#JumatBerkah #BackToSunnah #2019GantiPresiden https://t.co/SuhakVN6xz",Negatif
758,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
759,"@MuhammadAzwir30 Samaan yak😅😂😬

#2019GantiPresiden",Negatif
760,"@laskar_minang Ga usah gelisah bang insya alloh mulai besok kita punya presiden baru yang lebih tangguh dan lebih segar 😁
Semoga apa yang kita cita2kan untuk #2019GantiPresiden terwujud. aminnn 🙏👆👆",Negatif
761,"Melihat sosok KH. Ma'ruf sebagai orang NU yang merupakan ormas Islam terbesar yang masih konsisten menjaga keutuhan NKRI. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
762,#2019GantiPresiden #2019PrabowoPresiden #2019PrabowoSandi #2019PKSMenang #2019PilihPKS #2019PrabowoMenang #2019PrabowoSubianto #2019SandiagaUno #MantapPKS #MantaPKS #2019SemuaPilihPKS… https://t.co/t9b1QKWc5I,Negatif
763,"tetap fokus Jokowi 2 Periode, that is the point 
#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
764,"@Drogba69034016 @MrJemPoll53 @anto_winarno @AT_AbdillahToha @AgungWidrajat Salam dua jari!
#2019GantiPresiden https://t.co/lCoDX0Rkfc",Negatif
765,"Sepertinya mereka ga paham ekonomi makro, terus gimana yah kalo negara diurus mereka

#SkakMat02 #BukanSalahBapak #JokowiMenangTotalDebat #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #umkm #ingatjokowi #prabowo #debatpilpres2019 #prabowosandi2019 https://t.co/FaLBiHTu54",Positif
766,"Masih terharu bangga ada ditengah tengah lautan penduduk yang pro p @jokowi  tanpa lelah,pdhl panas terik #GBK #2019TetapJokowi https://t.co/419Hp0I7RU",Positif
767,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
768,"@PowerOfReceh @ipindolphin inget pilkada DKI 2017, TNI lah yang menjaga tiap TPS dari malam sampe pagi, dan semuanya aman terkendali, DKI pun punya gubernur baru
#2019GantiPresiden",Negatif
769,"KH. Ma'ruf Amin selain Ulama, beliau juga Ketua Umum NU yang merupakan ormas Islam terbesar. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
770,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA.
#Jokowi2Periode
#2019TetapJokowi",Positif
771,"@AdistotoA @MSApunya mungkin sadar atas apa yg sedang dijalani...?
mungkin di bukakan kejahatan yg beliau terlibat di dalamnya...?
mungkin sadar dunia ini hanya sementara...
mau insyaf...?
mau taubat...?
ntahlah...

#BismillahInsyaAllahPrabowo 
#2019GantiPresiden",Negatif
772,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya.
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
773,#01RabuPutih #EducateYourself  #2019TetapJokowi  #01IndonesiaMaju #02JanganDikasingMenang,Positif
774,"Presiden Jokowi Konsisten Bangun Desa 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/W3MF87Gl8s",Positif
775,"WASPADA YA SAUDARAKU
""PROPAGANDA JAMAN NOW""

""PENGALIHAN ISU DAN BENTURKAN PENDUKUNG 01 DENGAN PENDUKUNG USTADZ ABDUL SOMAD""

Kalau merasa di rugikan kenapa bpk.SAID DIDU tidak lapor POLISI yah,kan aneh dan janggal...????
#02PanikKalah 
#2019TetapJokowi",Positif
776,"@KingPurwa @putrabanten80 #GerakanSubuhAkbarIndonesia 
#2019GantiPresiden",Negatif
777,"Cukup DKI yg jadi korban kalian... Indonesia jangan sampe... Salam damai 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf 
#2019TetapJokowi 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf",Positif
778,"#BismillahInsyaAllahPrabowo
#BismillahInsyaAllahPrabowoMenang
#BismillahInsyaAllahPrabowo
#BismillahInsyaAllahPrabowoMenang
#BismillahInsyaAllahPrabowo
#BismillahInsyaAllahPrabowoMenang
#BismillahInsyaAllahPrabowo
#BismillahInsyaAllahPrabowoMenang
#2019GantiPresiden 
@prabowo https://t.co/xbKVb3r4Ow",Negatif
779,"@FPI_Petamburan Cebong itu fakta kebenaran diisukan Hoaxx. 
#2019GantiPresiden #GerakanSubuhAkbarIndonesia",Negatif
780,"Cukup DKI yg jadi korban kalian... Indonesia jangan sampe... Salam damai 

#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf 
#2019TetapJokowi 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMaruf",Positif
781,@Dahnilanzar #01TheChampion  #EducateYourself  #2019TetapJokowi  #01IndonesiaMaju #02JanganDikasingMenang https://t.co/5JrWfJa3pc,Positif
782,@CepJohan #2019GantiPresiden ...,Negatif
783,"Tetap fokus Jokowi 2 Periode, that is the point 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
784,@IBeNimages #01RabuPutih #EducateYourself  #2019TetapJokowi  #01IndonesiaMaju #02JanganDikasingMenang https://t.co/pd1E44MvQl,Positif
785,Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. #2019TetapJokowi,Positif
786,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 
#Jokowi2Periode 
#2019TetapJokowi",Positif
787,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 
#Jokowi2Periode 
#2019TetapJokowi",Positif
788,"Salam semangat U-16 Kado terindah HUT RI K 73 Salam Merdeka Tetap Merdeka 

#2019TetapJokowi 
#2019TetapJokowi",Positif
789,"Kmrn UAS difitnah, skrg IB HRS jg difitnah dgn video editan gk mutu. Memang otak kacung gk bs diperbaiki lg.

AKAL BUSUK vs AKAL SEHAT

#2019GantiPresiden 
#2019PrabowoPresident08 
#PrabowoSandiTakTerbendung",Negatif
790,"@cimahiman #BismillahInsyaAllahPrabowo 
#TusukPrabowoSandi 
#2019GantiPresiden",Negatif
791,"Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. 

#2019TetapJokowi",Positif
792,"@joked2019 Masak maling teriak maling 😏
Mendingan ambil langkah silent is gold .yg penting udah aman ........

Sementara....... sampai
#2019GantiPresiden
#2019PrabowoSandiMenang
#17AprilTusukPrabowoSandi",Negatif
793,"Bangun pagi langsung Coblosan ya Guyssss
.
#JokowiLagi
#2019TetapJokowi
#2019JokowiAmin
@jokowi @ulinyusron @_jimmyambarita @bukpang @Aryoqudsy1 @NovalinaReny @jonilau77 @KertonegoroYoni @JungjunganSima2 @sonyulianto ⁦@NormaMangunson1⁩
#01TheChampions https://t.co/fk3caQ9sYo",Positif
794,"@sandiuno @CakKhum @prabowo Ayo kawal semangatmu wahai para pecinta sejati NKRI
#GerakanSubuhAkbarIndonesia 
#2019GantiPresiden https://t.co/1MzS3f1qdA",Negatif
795,"Apakah kalau gw ngetwet hastag gini #2019gantipresiden gw di sebut makar ya?
😂😂😂
Kalau jawaban kalian iya, apakah gw di larang bersuara atas alasan berbeda pilihan?
Lalu HAK lo apa nglrang2 gw bersuara?
Kan anying haseoo.. 😂😂",Negatif
796,"@sahaL_AS Jejak digital memang kejam ya hal? Sadis dan tidak kenal kawan Dan kawan...  nikmati aja hal
#BikinMalu 
#2019GantiPresiden
#2019PrabowoSandiMenang
#INAelectionObserverSOS
#17AprilPilihPKS
#17aprilpilih02",Negatif
797,"melihat sosok KH. Ma'ruf sebagai orang NU yang merupakan ormas Islam terbesar yang masih konsisten menjaga keutuhan NKRI. 
#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
798,"Yg mau mencoblos besok. Besok adalah moment yg tepat untuk #GantiPresiden 
#2019GantiPresiden tinggal menghitung jam.

#HaramPilihPemimpinAntiIslam",Negatif
799,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
800,"@Drogba69034016 @MrJemPoll53 @anto_winarno @AT_AbdillahToha @AgungWidrajat Raja hutang
#2019GantiPresiden https://t.co/PLjtAciUvf",Negatif
801,@andre_gnc #2019GantiPresiden !!!,Negatif
802,@PollingLagi #2019GantiPresiden 👈,Negatif
803,"Kalau mau mendukung kubu sebelah ya silahkan sj...itu hak anda. 

#2019TetapJokowi",Positif
804,#jokowi #jokowilagi #jokowilagi2019 #2019tetapjokowi #marufamin #jokowimenang #indonesia #jokowidodo #2019gantipresiden #bhinnekatunggalika #persatuan #nkrihargamati https://t.co/XlhFFFeHAJ,Negatif
805,"buat kami cukup sudah Ahok yang kalian fitnah.. Jika kalian """"mengganggu"""" pak Jokowi, Kami akan fight, ingat : ini Presiden Jokowi yg dicintai rakyatnya, CATAT!!! 

#2019PilihJokowi 
#2019TetapJokowi",Positif
806,"@ustadtengkuzul Aamiin Ya Robbal Alamiin

#2019GantiPresiden
#BesokTusukPrabowoSandi",Negatif
807,"inshaAllah prabowo sandi menang
#BismillahInsyaAllahPrabowo 
#PrabowoSandiOKBanget 
#2019GantiPresiden 
#INAelectionobserverSOS",Negatif
808,"Mimin sihhh ga suka typical pemimpin yg pemarahhhh, bisa2 nanti negara kita jadi apa yak...
#PrabowoHobinyaMarahMarah #PrabowoSalahkanSBY #JokowiMenangTotalDebat #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #prabowo #debatpilpres2019 #prabowosandi2019 https://t.co/Rxi237CYcC",Positif
809,"Banjir Dukungan Di Injury Time, Yunarto Wijaya: Luar Biasa Pak Prabowo #2019GantiPresiden #2019PrabowoSandiMenang https://t.co/xmiWbpRwot @saididu @Dahnilanzar @FaldoMaldini @aagym @Fahrihamzah",Negatif
810,"#2019PrabowoSandiMenang 
#2019GantiPresiden https://t.co/z78CbzSbJA",Negatif
811,"Trnyta diam2 dia kagum juga sama barisan 02. @prabowo @sandiuno
Alhamdulillah... ulah hilap besok 
#BesokTusukPrabowoSandi
#BismillahInsyaAllahPrabowo 
#2019GantiPresiden https://t.co/oScLXEisPK",Negatif
812,"rasanya seperti mau 
#2019GantiPresiden besok",Negatif
813,"@FelipeSwanstAU Geox 🇮🇹 
#2019GantiPresiden",Negatif
814,"@MarlisPohan ntapss :)

#2019GantiPresiden",Negatif
815,"Kawan2
Ingat sebelum menuju TPS jam 08.00, 2 Raka'at dulu y... Biar MantaPKS menuju Indonesia Adil Makmur penuh berkah.

#2019gantipresiden 
#fatwaulama https://t.co/AqeoGrrhL3",Negatif
816,@EdyRafael7 #2019GantiPresiden kawal surat suara dan titip TPS ya Mas.,Negatif
817,"Majulah Bpk Jokowi,majulah Indonesia
SALAM ✌ PERIODE
#2019tetapjokowi #temanjokowi #temanjokowinusantara #temanjokowibogor#temanjokowijawabarat ##jokowi2periode #jokowi #jokowidodo… https://t.co/9lZTjcwhZW",Positif
818,"Semangat menuju Indonesia maju terlihat disini    @afifahasna14 @DustOffVietnam @emmamaharani95_ @ynr_ar @jjeonkookkie8
#2019tetapjokowi #jkwlagi #jkw01fest #jkwkerjanyata #01IndonesiaMaju #01PastiMenang #PutihAdalahKita #BarengJokowi https://t.co/vuMU8Dep2c",Positif
819,"alur kereta trans Sulawesi siap beroperasi akhir tahun.
#KerjaNyataJokowi #2019TetapJokowi
#JokowiLagi #PembangunanSulsel
https://t.co/0zYGOmyeC5",Positif
820,"Karena jika jamaah subuh sudah banyak, hal ini lah yg membuat gentar kaum kafir dan teman² nya.
#2019GantiPresiden
 https://t.co/lXUJ8PeOBQ",Negatif
821,"@JackDoang12 @narpatisuta @jokowi Itu bukti kalo rezim ini TUKANG BOHONG.
DAN HERANYA CEBONG BILANG HEBAT..
 GAK HERAN KALO DI BILANG CEBONG IQ 200 SEKOLAM ..
MAKIN KUAT #2019GANTIPRESIDEN..",Negatif
822,"Tetap fokus Jokowi 2 Periode, that is the point 
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
823,"SHALAWAT BADAR MENGGEMA DI GBK PADA KAMPANYE TERAKHIR PAK JOKOWI

#2019TetapOptimis

#2019TetapCerdas

#2019TetapWaras

#2019TetapBijak

#2019TetapJokowi

#2019PilihJokowi

#JokowiSekaliLagi

#Jokowi2Periode

https://t.co/Mp0btDWk4g https://t.co/Mp0btDWk4g",Positif
824,"jokowi_amin 
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
825,"buat kami cukup sudah Ahok yang kalian fitnah.. Jika kalian ""mengganggu"" pak Jokowi, Kami akan fight, ingat : ini Presiden Jokowi yg dicintai rakyatnya, CATAT!!! 
#2019PilihJokowi 
#2019TetapJokowi",Positif
826,"Melihat sosok KH. Ma'ruf sebagai orang NU yang merupakan ormas Islam terbesar yang masih konsisten menjaga keutuhan NKRI. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
827,"Ayo bergerak dibidang masing2, bergerak dengan kemampuan masing2, bergerak dengan cara masing2, bergerak dengan komunitas masing2.. Untuk memenangkan Jokowi. Kita bertekad utk menggenapkan kepemimpinan Jokowi hingga 2 periode..!! 

#Jokowi2Periode 
#2019TetapJokowi",Positif
828,"Siap-siap jadi pahlawan 17 April nanti... sama seperti 4 tahun lalu...mencoblos dan pulang dengan bangga, telah jadi salah satu pahlawan bagi kemajuan Indonesia tercinta #2019TetapJokowi",Positif
829,"""Kalau benar terbukti ttg mahar 500M ini. Pasangan """"Duo Kardus"""" ini gak layak jadi kontestan pilpres 2019. Tidak meng-edukasi masyarakat. Mending saya pastikan: 

#2019TetapJokowi 
#2019JokowiMarufAmin",Positif
830,"Melihat sosok KH. Ma'ruf sebagai orang NU yang merupakan ormas Islam terbesar yang masih konsisten menjaga keutuhan NKRI.
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
831,@angga_fir @Dahnilanzar #2019GantiPresiden,Negatif
832,#BISMILLAHINSYAALLAHPRABOWO #BESOKTUSUKPRABOWOSANDI #2019GANTIPRESIDEN #JANGANMAUDIPECAH,Negatif
833,"Naikan gaji pns
Naikan gaji guru
Turunkan harga sembako
Turunkan bbm
Turun kan tarif pln
Laa dengan tarif yg sekarang aja bumn masih merugi
Kok anda mau nurunin harga la nambah rugi dong
Duit dari mana mau naikin gaji kalo pendapatan berkurang
#2019TetapJokowi",Positif
834,Ayoo kita tahajud meminta sama Allah agar ganti presiden #2019GantiPresiden #17April2019PeoplePower #TPSTusukPrabowoSandi,Negatif
835,"@Irawan_Kusnadi1 @jokowi @ariabima99 @66Hasto @NikenSabila_ @kangdede78 BUMN 2 diharapkan tdk hanya jago kandang ,coba liat Temasek, Singapura.
Wowo dpt briefing yg salah dr didu dan orang2 apkiran.
#2019TetapJokowi 
#2019PilihJokowi",Positif
836,"Apapun yg dilihat semoga mendapat hidayah, taubat....

#2019GantiPresiden",Negatif
837,"negara mana yg pake...benua Mane...Ketua KPU nya Koplak...
#2019GantiPresiden 
#BesokTusukPrabowoSandi",Negatif
838,"@VIVAcoid @QueenOfUtari Sudah ada motif sebenarnya… 
Tinggal ada kemauan atau tidak… 
#2019GantiPresiden",Negatif
839,"""Kami dengar dan kami patuhi"". Ijtima ulama akan jadi saksi dan sejarah bagi perjalanan bangsa Indonesia jika #2019GantiPresiden
 Dan #2019PrabowoSandiMenang terwujud. Indonesia Menang yang adil dan beradab. #GerakanSubuhAkbarIndonesia",Negatif
840,"@aewin86 Tanpa mendapat kemeja putih JKW, Saya tetap setia sama JKW yg kerja2 dan terbukti. Tgl 17 April Saya ke TPS untuk mencoblos 01 baju putih putih. #Coblos01SudahTerbukti #Coblos01JokowiKHMaruf #2019TetapJokowi",Positif
841,"Presiden Jokowi Sapu Bersih Koruptor 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/TQxmPA2tmF",Positif
842,"Alhamdulillah. Dukungan umat terus mengalir utk PKS. Habib Salim, Ketua MS PKS, tak henti2nya bersilaturrahim menyatukan simpul2 umat, utk bersama PKS berjuang menangkan PRABOWO-SANDI #2019GantiPresiden #17AprilPilihPKS https://t.co/I4yc4nkMmU",Negatif
843,"@Drogba69034016 @MrJemPoll53 @anto_winarno @AT_AbdillahToha @AgungWidrajat Janji mana janji!!
#2019GantiPresiden https://t.co/7IYQULs908",Negatif
844,"#GerakanSubuhAkbarIndonesia 
#2019GantiPresiden
#IndonesiaMenang https://t.co/VnILwe7XWu",Negatif
845,"jokowi_amin 
#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
846,"Buat kami cukup sudah Ahok yang kalian fitnah.. Jika kalian ""mengganggu"" pak Jokowi, Kami akan fight, ingat : ini Presiden Jokowi yg dicintai rakyatnya, CATAT!!! 
#2019PilihJokowi
#2019TetapJokowi",Positif
847,"Tetap fokus Jokowi 2 Periode, that is the point 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
848,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
849,#jokowilagi #kerjanyata #kerjakerjakerja #indonesiamaju #prestasi #jokowipresidenku #2019tetapjokowi #2019jokowiaja #terimakasihjokowi #jokowi2periode #2019gantipresiden #2019pilihjokowi #prabowo #sandiagauno #jokowimarufamin #jokowi #marufamin #PilpresDamai #hoax #OTT https://t.co/IqbZqOZzap,Negatif
850,"@PollingLagi @MANGBUD Setuju
#2019GantiPresiden",Negatif
851,"Jangan lupa Putihkan Subuh, besok Rabu 17 April 2019 ya sahabat.
Semoga Allah berikan Rahmat dan berkah-Nya untuk kita dan Indonesia. Aamiin Ya Robb. 
#TPS
#subuh_berjamaah
#17_april_2019
#Indonesia_damai
#2019GantiPresiden
#saveUAS
#uninstallJokowi 
#PrabowoSandiTakTerbendung https://t.co/ibKYnibhyR",Negatif
852,#01RabuPutih #EducateYourself  #2019TetapJokowi  #01IndonesiaMaju #02JanganDikasingMenang,Positif
853,"@DonAdam08 Nurani berkata abang yang ini mah ga lurus hatinya.... waspada lah waspada lah.... 
#2019GantiPresiden
#2019PrabowoSandiMenang",Negatif
854,"Memilih seseorang yang bisa diterima oleh semua orang itu sulit karena setiap orang memiliki alasan tersendiri terhadap orang yang menjadi pilihannya. 

#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
855,#01RabuPutih #EducateYourself  #2019TetapJokowi  #01IndonesiaMaju #02JanganDikasingMenang,Positif
856,"Ini negara sebenarnya punya pemimpin apa tidak.?
#PrabowoSandiTakTerbendung
#2019GantiPresiden https://t.co/oqEM6nBqgK",Negatif
857,"Ada yang ngga sehati sama doi kalian tentang pemilihan capres kali ini? 
#DilemanNyoblos #SiapapunPresidennya 
#2019GantiPresiden vs 
#Jokowi2Periode https://t.co/Eeme4GRdAD",Negatif
858,"""Kalau benar terbukti ttg mahar 500M ini. Pasangan """"Duo Kardus"""" ini gak layak jadi kontestan pilpres 2019. Tidak meng-edukasi masyarakat. Mending saya pastikan: 

#2019TetapJokowi 
#2019JokowiMarufAmin",Positif
859,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 
#2019TetapJokowi
#2019PilihJokowi",Positif
860,Bismillah semoga hari ini terwujud #2019GantiPresiden Aamiin,Negatif
861,"@twitnpoll #UASdifitnahKejiDanBrutal 
#2019PrabowoSandi 
#2019GantiPresiden 
Gassssss....  !!!",Negatif
862,@Hilmi28 @KwikKianGie_ #BismillahInsyaAllahPrabowoSandi #GerakanSubuhBerjamaah #2019GantiPresiden,Negatif
863,@firraffa @pujiroyan Kawal suara dan jaga TPS #2019GantiPresiden,Negatif
864,"@geloraco Coba ceramah di Jkt, pasti tak ada yg. Mau.  dengar, #2019GantiPresiden",Negatif
865,"Tidak Ada Kriminalisasi Ulama 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/kCuVze215j",Positif
866,Kami ingin Indonesia menjadi lebih baik dibawah kepemimpinan @prabowo @sandiuno #2019GantiPresiden #GerakanSubuhAkbarIndonesia,Negatif
867,"Kami dari tongkrongan ""SEBATBUT"" sebat dulu baru cabut. Siap nyoblos tanggal 17 april untuk Indonesia.

#Dagelan #2019GantiPresiden #2019TetapJokowi #jokowidodo #prabowo",Negatif
868,"Presiden Jokowi Dorong Harga Sawit Dan Karet 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/pRe26ik0FZ",Positif
869,#2019GantiPresiden #2019PrabowoPresiden #2019PrabowoSandi #2019PKSMenang #2019PilihPKS #2019PrabowoMenang #2019PrabowoSubianto #2019SandiagaUno #MantapPKS #MantaPKS #2019SemuaPilihPKS… https://t.co/JAHeseiOfF,Negatif
870,"melihat sosok KH. Ma'ruf sebagai orang NU yang merupakan ormas Islam terbesar yang masih konsisten menjaga keutuhan NKRI. 
#2019jokowilanjut 
#2019TetapJokowi 
#2019JokowiMaruf 
#2019JokowiMarufAmin",Positif
871,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
872,"Yaa..  Banyak yg salah denger.. Makan bakmi..  
#2019GantiPresiden",Negatif
873,"Teruslah istiqomah &amp; selalu berprasangka baik terhadap realitas yang ada &amp; yg terus berkembang. Yang terpenting... 

#2019TetapJokowi 
#2019PilihJokowi",Positif
874,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 

#Jokowi2Periode 
#2019TetapJokowi",Positif
875,#jokowi #jokowilagi #jokowilagi2019 #2019tetapjokowi #marufamin #jokowimenang #indonesia #jokowidodo #2019gantipresiden #bhinnekatunggalika #persatuan #nkrihargamati https://t.co/2b9HlltUdb,Negatif
876,@KemensetnegRI @Kemdikbud_RI #GerakanSubuhAkbarIndonesia #2019GantiPresiden,Negatif
877,"@MardaniAliSera Tim hore receh di desa siap menjaga TPS demi Indonesia Tercinta

#2019GantiPresiden",Negatif
878,"Presiden Jokowi Tebar Optimisme 😁🙏
#2019JokowiKyaiMaruf #2019TetapJokowi #2019PilihJokowi https://t.co/GZLF2nXJcf",Positif
879,"Melihat sosok KH. Ma'ruf sebagai orang NU yang merupakan ormas Islam terbesar yang masih konsisten menjaga keutuhan NKRI.
#2019jokowilanjut
#2019TetapJokowi
#2019JokowiMaruf
#2019JokowiMarufAmin",Positif
880,"Kepada seluruh pemirsa di manapun anda berada ✌️✌️✌️ jangan lupa besok ke TPS .. 
#2019GantiPresiden https://t.co/Jq5PKGSEqv",Negatif
881,"Dgn memilih menjadi golput bisa jadi akan membuat negri ini jatuh ke tangan yg salah. Kecewa boleh....TAPI MENGGADAIKAN NEGRI INI KE TANGAN DURJANA, ADALAH DOSA YG AKAN KITA TANGGUNG SEUMUR HIDUP DAN KETURUNAN KITA YG HARUS TERIMA AKIBATNYA. 
#Jokowi2Periode 
#2019TetapJokowi",Positif
882,@AkunTofa Tandukan kepala mas gondroongg #2019GantiPresiden,Negatif
883,#2019GantiPresiden #2019PrabowoPresiden #2019PrabowoSandi #2019PKSMenang #2019PilihPKS #2019PrabowoMenang #2019PrabowoSubianto #2019SandiagaUno #MantapPKS #MantaPKS #2019SemuaPilihPKS… https://t.co/VTz8MShL0O,Negatif
